,track_genre,index,popularity,duration_ms,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster_x,PC1,PC2,PCA_EuclidianDist(Xsign),1th_Boundary
10,mpb,10,0,137933,False,0.499,0.215,11,-17.369,0.031,0.898,0.913,0.0989,0.74,132.383,40,0.6130383943119866,0.4163728164524866,0.9582283612673903,1
11,mpb,11,0,192026,False,0.574,0.883,9,-6.686,0.136,0.0606,0.0,0.0524,0.692,123.095,74,0.012000995779415602,0.4239575040549751,0.4983818686849769,1
12,mpb,12,48,222732,False,0.773,0.873,1,-4.955,0.0486,0.482,1.87e-06,0.0995,0.636,124.968,36,0.2828201927107489,-0.36906448993132246,0.6481558111199704,1
13,mpb,13,54,229540,False,0.556,0.537,7,-10.761,0.0282,0.377,0.0,0.757,0.313,95.914,23,0.29384582036811874,0.04363737124228617,0.5455937101001157,1
14,mpb,14,0,230706,False,0.446,0.752,9,-8.252,0.0528,0.448,4.38e-05,0.121,0.476,132.938,53,0.2026438449563317,0.3223989585963768,0.5557225376758441,1
15,mpb,15,50,155466,False,0.559,0.505,8,-9.446,0.0335,0.737,0.0,0.0878,0.776,139.12,42,0.6376365394307024,0.2024963989241062,0.9104413312837591,1
16,mpb,16,51,235385,False,0.582,0.538,2,-9.395,0.0353,0.636,2.23e-06,0.868,0.355,76.008,16,0.43596350837173325,-0.42550937379478887,0.807220020815199,1
17,mpb,17,1,181600,False,0.568,0.396,8,-13.921,0.029,0.738,0.159,0.116,0.578,136.489,55,0.6062832039041783,0.18267487193796728,0.8755518454814412,1
18,mpb,18,51,282891,False,0.343,0.225,1,-14.937,0.0384,0.957,0.000249,0.661,0.101,144.533,46,0.6235483260653704,-0.6072514168702408,1.0638801442185701,1
19,mpb,19,51,236162,False,0.826,0.226,9,-14.557,0.128,0.423,0.0,0.0889,0.487,92.434,31,0.616051461998754,0.23840372059300785,0.898265811896884,1
20,mpb,20,48,214000,False,0.522,0.365,2,-11.031,0.0448,0.745,0.0,0.927,0.342,117.57,16,0.551058110835609,-0.4396684173738462,0.9137846650997912,1
21,mpb,21,50,244013,False,0.524,0.636,6,-5.884,0.0302,0.163,0.0,0.11,0.247,138.074,32,0.025523681635623796,0.016830152200250414,0.2760372314836029,1
22,mpb,22,51,214626,False,0.564,0.856,7,-4.994,0.0363,0.215,0.0,0.337,0.726,120.528,83,0.1337644566536395,0.18963900182801918,0.42806320702086814,1
23,mpb,23,0,154960,False,0.457,0.224,9,-19.476,0.0344,0.715,1.2e-06,0.224,0.48,80.845,55,0.7383150994502384,0.2092394317037123,1.0102216962533654,1
24,mpb,24,50,194706,False,0.533,0.574,2,-8.145,0.0264,0.176,2.77e-05,0.913,0.488,107.895,19,0.17858832271995384,-0.32894908730445077,0.5402734977863846,1
25,mpb,25,54,236973,False,0.616,0.833,2,-7.932,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,19,0.032941016411471374,-0.28152807834724447,0.39914117510706504,1
26,mpb,26,52,233733,False,0.485,0.412,2,-8.516,0.037,0.597,0.0,0.117,0.221,91.489,47,0.37824665182135314,-0.4366317192347047,0.7650758875867115,1
27,mpb,27,0,133506,False,0.548,0.412,5,-10.248,0.0333,0.807,0.934,0.127,0.325,79.512,40,0.2661686248804419,-0.1666333178137399,0.5423990338455454,1
28,mpb,28,0,193866,False,0.817,0.743,8,-6.656,0.0464,0.298,0.0,0.233,0.961,123.382,70,0.3884079152663723,0.3476245650019002,0.7269164356839897,1
29,mpb,29,48,197511,False,0.483,0.666,9,-9.793,0.0342,0.0623,0.0485,0.687,0.426,175.897,25,0.029715369743519404,0.32565171465710596,0.42928979411333196,1
30,mpb,30,53,291022,False,0.613,0.327,7,-10.558,0.03,0.767,1.37e-06,0.098,0.3,140.993,30,0.5889700343018602,0.010396482970855825,0.8390344482288125,1
31,mpb,31,0,79000,False,0.797,0.415,5,-14.557,0.0514,0.881,0.0,0.0873,0.965,113.42,44,0.9362629220811732,-0.025019754823923712,1.186526741559588,1
32,mpb,32,49,222720,False,0.592,0.37,7,-9.482,0.0318,0.817,5.68e-05,0.107,0.209,139.862,30,0.5492564107228374,-0.003253377654534817,0.799263032141307,1
33,mpb,33,0,200360,False,0.541,0.321,5,-14.418,0.0329,0.714,0.00345,0.101,0.549,133.537,55,0.6568158929528973,-0.08806469857391985,0.9110820242145468,1
34,mpb,34,50,186160,False,0.675,0.413,0,-9.974,0.0338,0.791,0.0,0.0928,0.504,114.122,47,0.6439248884980497,-0.5700403514649335,1.0602111622570833,1
35,mpb,35,51,233293,False,0.411,0.61,9,-6.444,0.036,0.384,0.0,0.279,0.498,116.006,33,0.23205720119491227,0.2773642808089696,0.5561565332642862,1
36,mpb,36,0,218066,False,0.565,0.61,0,-13.236,0.0372,0.568,0.0,0.245,0.921,93.504,68,0.5757254869182451,-0.44093956962865083,0.9360824129373827,1
37,mpb,37,0,255093,False,0.533,0.905,4,-5.858,0.0612,0.238,6.12e-06,0.223,0.726,86.503,67,0.10891546986483987,-0.05163231677653635,0.36261027377063015,1
38,mpb,38,0,355440,False,0.736,0.704,11,-9.654,0.0398,0.278,0.0,0.0966,0.96,97.378,70,0.4144562420072736,0.590139895814561,0.8886884685729018,1
39,mpb,39,0,213573,False,0.684,0.708,9,-11.404,0.0299,0.513,2.19e-06,0.088,0.84,134.685,71,0.4946405804293261,0.37903312567787484,0.8355571221545918,1
40,mpb,40,0,383626,False,0.479,0.722,4,-5.615,0.0299,0.24,1.18e-05,0.158,0.59,126.726,69,0.11304587509687161,-0.07609390281645123,0.3709347509612611,1
41,mpb,41,50,175800,False,0.617,0.568,9,-10.731,0.0279,0.0523,2.01e-05,0.152,0.526,113.571,85,0.19178254179355866,0.3230687092745611,0.5473072310374753,1
42,mpb,42,51,264506,False,0.654,0.593,0,-8.189,0.0284,0.043,1.36e-06,0.0555,0.555,94.561,88,0.15222229107635055,-0.4642794907009591,0.614278615063434,1
43,mpb,43,0,296200,False,0.497,0.931,9,-6.104,0.126,0.0832,0.0,0.0513,0.95,197.08,76,0.035422201899933614,0.4964312546734845,0.5726341100162445,1
44,mpb,44,51,336733,False,0.543,0.358,7,-8.927,0.151,0.546,0.0,0.226,0.441,110.457,45,0.4430584979484024,0.05171190310001472,0.6949850376092431,1
45,mpb,45,0,258265,False,0.357,0.706,5,-5.879,0.0302,0.345,0.0021,0.307,0.389,154.651,48,0.07185667838354959,-0.029869542779590197,0.3232397113690604,1
46,mpb,46,52,329429,False,0.436,0.27,2,-17.508,0.0462,0.865,0.00127,0.189,0.421,140.012,46,0.7191779526098383,-0.4456032844508527,1.0667090469937834,1
47,mpb,47,52,252000,False,0.54,0.394,11,-15.022,0.0284,0.244,0.0,0.316,0.49,136.48,31,0.3800108070910433,0.44964205868551976,0.7740100761556403,1
48,mpb,48,0,193120,False,0.546,0.85,9,-8.415,0.0498,0.449,0.000779,0.74,0.747,100.304,72,0.30019518984301563,0.35626684688138255,0.6554699177789889,1
49,mpb,49,49,236666,False,0.665,0.562,7,-10.964,0.0239,0.0211,0.000437,0.294,0.568,107.467,85,0.2049457033480247,0.15331084895134528,0.48008312759459804,1
50,mpb,50,48,199906,False,0.616,0.436,9,-11.003,0.0288,0.246,1.28e-05,0.107,0.264,122.892,28,0.2626035388424913,0.24928883259430468,0.5700064123236481,1
51,mpb,51,49,231000,False,0.494,0.442,9,-8.764,0.106,0.437,0.00049,0.111,0.4,89.506,33,0.34235931432227124,0.23484977088412162,0.6372157971587614,1
52,mpb,52,48,205345,False,0.665,0.431,8,-7.119,0.0306,0.416,0.0,0.174,0.698,149.935,42,0.46709810539997165,0.234118597649968,0.7543482024462022,1
53,mpb,53,49,232369,False,0.551,0.308,0,-10.455,0.0347,0.922,0.000211,0.109,0.536,101.146,47,0.7442975642903074,-0.6000587654081638,1.161334649572124,1
54,mpb,54,49,264080,False,0.71,0.447,0,-9.281,0.0306,0.0987,9.36e-05,0.105,0.543,125.947,88,0.2593179329555647,-0.46988741818819685,0.692963882609836,1
55,mpb,55,48,187216,False,0.764,0.386,7,-9.049,0.0698,0.71,3.08e-05,0.0848,0.345,77.064,28,0.5904980128859594,0.01778567030997258,0.8406861719652711,1
56,mpb,56,50,256720,False,0.567,0.494,7,-11.309,0.046,0.245,0.00132,0.712,0.547,175.448,25,0.29550819581565224,0.13371874612733348,0.5616581654066058,1
57,mpb,57,47,201404,False,0.683,0.541,5,-8.623,0.0448,0.565,1.48e-06,0.244,0.657,139.967,45,0.5016073570761741,-0.05324032747333374,0.7534906447199589,1
58,mpb,58,47,195344,False,0.656,0.548,9,-5.796,0.0276,0.247,0.0,0.104,0.103,133.064,34,0.10795936868676823,0.24546156337556013,0.43403489344222523,1
59,mpb,59,47,176680,False,0.383,0.145,2,-14.822,0.0314,0.929,6.72e-06,0.111,0.337,145.069,46,0.7417206056279687,-0.46422055416772645,1.0949933710022615,1
60,mpb,60,47,199020,False,0.679,0.329,3,-10.705,0.0325,0.585,0.0,0.138,0.656,97.056,45,0.6419184661964403,-0.26811296286381797,0.9313447864232803,1
61,mpb,61,49,221669,False,0.519,0.743,9,-7.7,0.122,0.416,0.0,0.0853,0.778,185.842,81,0.28668706894930823,0.3701586290093921,0.6519589102140657,1
62,mpb,62,49,306813,False,0.467,0.694,7,-6.637,0.0304,0.46,0.0,0.747,0.336,91.008,23,0.20244019325009438,0.05305778160126251,0.45554062020486163,1
63,mpb,63,49,211706,False,0.563,0.562,7,-8.621,0.0268,0.139,0.0,0.145,0.314,149.984,32,0.11013959134467748,0.11641693433408262,0.37848834573029777,1
64,mpb,64,47,185500,False,0.549,0.599,11,-6.791,0.0313,0.283,0.0,0.153,0.711,157.737,81,0.2909535491442573,0.5302907888736444,0.7575216584996105,1
65,mpb,65,47,162677,False,0.624,0.549,4,-8.035,0.0364,0.746,0.0,0.0881,0.528,84.976,45,0.5493964102287561,-0.2062526141365283,0.8255754123790106,1
66,mpb,66,47,157647,False,0.762,0.782,8,-4.169,0.15,0.306,0.0,0.161,0.602,102.058,43,0.20302830457299684,0.24995216940729315,0.5174077035913711,1
67,mpb,67,49,141400,False,0.574,0.89,6,-5.789,0.041,0.082,0.0,0.0741,0.83,97.9,85,0.10060937768333637,0.13563379699280442,0.37593012995260394,1
68,mpb,68,47,198071,False,0.566,0.517,1,-8.99,0.0277,0.65,0.0,0.108,0.503,179.861,39,0.4564687900565832,-0.4300959464765123,0.8270916965485383,1
69,mpb,69,49,209226,False,0.454,0.803,5,-7.768,0.0403,0.0378,1.03e-06,0.19,0.403,106.251,95,-0.05390052659724551,-0.035452593664203946,0.19927842298241114,1
70,mpb,70,49,127720,False,0.518,0.617,7,-5.353,0.152,0.836,0.0,0.0801,0.93,204.767,36,0.5836415191827884,0.17456105732458616,0.8517216360053704,1
71,mpb,71,47,250400,False,0.668,0.36,1,-19.89,0.0483,0.0933,3.3e-06,0.664,0.979,154.385,82,0.5410615699975581,-0.32778499195715816,0.8562834860484907,1
72,mpb,72,50,158266,False,0.71,0.823,0,-8.713,0.0901,0.467,0.0,0.0982,0.967,143.138,36,0.4192873262531904,-0.4020913796178678,0.7807835824645296,1
73,mpb,73,50,203466,False,0.56,0.783,7,-5.695,0.0249,0.136,1.18e-05,0.329,0.734,94.008,83,0.14470729230052332,0.18348570973503786,0.4352710101444631,1
74,mpb,74,50,215426,False,0.43,0.744,7,-7.924,0.0707,0.0491,0.0,0.295,0.812,172.522,81,0.08814474582633929,0.2303879433180238,0.4091704700442941,1
75,mpb,75,49,298453,False,0.601,0.899,9,-6.713,0.0651,0.213,0.0,0.721,0.779,170.098,25,0.13823313162643336,0.39118085993674134,0.5511328602735605,1
76,mpb,76,48,285360,False,0.277,0.427,7,-9.124,0.0308,0.703,0.000221,0.267,0.561,145.24,28,0.4834311214426359,0.06333383540563331,0.7361605698540166,1
77,mpb,77,48,206585,False,0.551,0.254,11,-7.968,0.0282,0.917,7.77e-06,0.104,0.382,94.616,29,0.7122369987626748,0.34070889905226864,1.0207754874022048,1
78,mpb,78,49,267120,False,0.582,0.813,0,-4.558,0.0295,0.0819,0.00119,0.902,0.345,109.934,17,-0.06311225191540301,-0.4920291752481051,0.5263266473203331,1
79,mpb,79,49,235626,False,0.386,0.819,0,-7.89,0.0523,0.131,8.36e-06,0.365,0.817,172.034,91,0.07733748135833238,-0.3922357587995381,0.5108803354828467,1
80,mpb,80,47,353346,False,0.664,0.28,2,-7.606,0.0362,0.779,0.0,0.159,0.41,115.116,47,0.6294560632332713,-0.4174694032424021,0.9735110013766312,1
81,mpb,81,48,312733,False,0.441,0.33,2,-11.733,0.0352,0.892,1.5e-05,0.922,0.381,142.014,16,0.6341555534841801,-0.44978755414327154,0.9919878460037216,1
82,mpb,82,46,167266,False,0.659,0.47,0,-7.808,0.0272,0.611,0.0092,0.102,0.579,145.988,39,0.5044204478305945,-0.5111772507898242,0.9112916074616059,1
83,mpb,83,48,213133,False,0.655,0.759,0,-9.235,0.25,0.249,0.0,0.18,0.707,97.455,35,0.2013888658098638,-0.44601664025492616,0.6345728890847823,1
84,mpb,84,47,243466,False,0.505,0.346,2,-10.3,0.0263,0.6,2.5e-06,0.0787,0.377,92.412,47,0.48943720460091483,-0.41296677162228357,0.8469409271089374,1
85,mpb,85,47,241666,False,0.492,0.775,2,-9.836,0.0373,0.653,0.0469,0.41,0.811,155.835,36,0.43093122286292046,-0.2913929812362615,0.7406599758211244,1
86,mpb,86,0,249866,False,0.558,0.683,7,-6.061,0.0807,0.0248,7.85e-05,0.062,0.624,79.508,67,0.06824196362879868,0.20499718994933747,0.378552235895442,1
87,mpb,87,0,253666,False,0.617,0.771,7,-8.601,0.0328,0.00832,0.000115,0.301,0.881,140.211,72,0.1458821803548287,0.27665415133134397,0.4829702062978205,1
88,mpb,88,48,242000,False,0.759,0.389,11,-13.917,0.0648,0.00171,0.00175,0.1,0.68,136.059,31,0.35671823764580524,0.5293684257940151,0.8051943554941661,1
89,mpb,89,47,240613,False,0.636,0.607,8,-5.054,0.0243,0.522,1.1e-05,0.0978,0.423,93.144,33,0.34040753112685274,0.1662294421153564,0.6133622748729238,1
90,mpb,90,48,228413,False,0.509,0.623,7,-10.397,0.0663,0.41,3.61e-06,0.893,0.496,105.736,23,0.30526018712566,0.08353097938453458,0.5615080586454325,1
91,mpb,91,50,195066,False,0.325,0.947,2,-7.304,0.115,0.174,0.0,0.116,0.593,202.846,91,-0.07888444016491508,-0.23322028653609334,0.289261537141826,1
92,mpb,92,0,188506,False,0.585,0.7,11,-8.591,0.0847,0.085,0.245,0.103,0.951,177.588,74,0.13907043984759299,0.6411397257130734,0.7499573021516854,1
93,mpb,93,48,261666,False,0.752,0.661,2,-6.133,0.0292,0.496,4.58e-05,0.0746,0.842,124.725,36,0.46794024471536444,-0.2667873586469034,0.7659071025364296,1
94,mpb,94,48,264533,False,0.435,0.708,9,-8.022,0.0375,0.649,0.0021,0.741,0.729,95.75,20,0.4436982779907159,0.27533756604681126,0.7463431356714328,1
95,mpb,95,0,273426,False,0.706,0.8,9,-9.421,0.0516,0.0332,0.037,0.0488,0.725,122.396,70,0.12037216121702855,0.42258885948061986,0.5619224875031286,1
96,mpb,96,48,290733,False,0.589,0.432,10,-14.089,0.0361,0.00919,0.195,0.0949,0.605,124.084,31,0.21274444597301478,0.41295291622188957,0.6202116842619424,1
97,mpb,97,0,221733,False,0.536,0.399,10,-7.579,0.0319,0.307,0.000327,0.105,0.476,81.371,53,0.326175467626495,0.38391378264244114,0.6923640386367836,1
98,mpb,98,0,261359,False,0.807,0.457,7,-10.013,0.0374,0.66,0.0391,0.181,0.418,122.518,55,0.5436527327914178,0.09162416151776753,0.7989240559910057,1
99,mpb,99,0,224373,False,0.754,0.495,0,-10.966,0.0322,0.106,0.00316,0.0685,0.807,140.244,68,0.34701894513530673,-0.37908618491301915,0.7072043243945715,1
100,mpb,100,45,78184,False,0.519,0.685,9,-7.171,0.0955,0.373,0.0,0.0629,0.745,115.929,43,0.3078120685634319,0.34272045031684384,0.6546843597493338,1
101,mpb,101,47,387720,False,0.634,0.859,2,-5.832,0.0567,0.539,3.2e-05,0.693,0.64,112.942,18,0.2892507635913039,-0.3135211591616106,0.6237683089704417,1
102,mpb,102,47,197226,False,0.751,0.444,0,-13.842,0.0377,0.434,0.0,0.303,0.956,116.401,37,0.6546819736185696,-0.4503067106792492,1.0105570775929262,1
103,mpb,103,47,221995,True,0.703,0.347,2,-10.079,0.0552,0.593,1.54e-06,0.163,0.385,127.897,4,0.1194671034252301,-0.4362628694419789,0.5716915529961754,1
104,mpb,104,47,292906,False,0.592,0.42,0,-7.99,0.0358,0.402,0.0,0.101,0.441,146.004,39,0.34257518855617664,-0.5193907053725146,0.7879797325564577,1
105,mpb,105,46,179841,True,0.817,0.565,7,-7.947,0.261,0.474,0.0,0.158,0.718,125.976,11,0.04446310190134406,0.10501497209229826,0.3126286339171566,1
106,mpb,106,47,214054,False,0.672,0.28,11,-14.714,0.0286,0.964,0.0157,0.0843,0.312,139.958,30,0.7909442707712259,0.3375080761292678,1.0942927744913238,1
107,mpb,107,47,304866,False,0.585,0.574,5,-8.751,0.0925,0.565,0.0,0.368,0.895,91.096,43,0.5439269915098893,-0.037966754111433354,0.7948342860406199,1
108,mpb,108,46,202213,False,0.654,0.707,9,-5.103,0.0326,0.263,0.0,0.0736,0.7,126.038,42,0.24607838862824707,0.35812597999106655,0.6118398362386679,1
109,mpb,109,47,335626,False,0.561,0.663,2,-7.047,0.068,0.61,1.91e-05,0.811,0.651,79.596,18,0.42210375186272886,-0.35470068718365183,0.7599579138060946,1
110,mpb,110,46,257701,False,0.446,0.442,8,-7.367,0.0266,0.684,0.0,0.0891,0.469,144.994,28,0.46788161234088876,0.15334699157640108,0.7340771820201789,1
111,mpb,111,45,238306,False,0.676,0.5,11,-8.432,0.0412,0.422,0.0,0.12,0.124,117.987,34,0.27140333984179327,0.39032177376727695,0.6513159984792404,1
112,mpb,112,46,187274,False,0.45,0.679,1,-8.659,0.0683,0.224,0.00114,0.107,0.263,131.758,86,0.03779175772009341,-0.429988731083643,0.5174112529415479,1
113,mpb,113,47,174957,False,0.76,0.65,4,-5.882,0.026,0.0251,0.000904,0.518,0.906,105.951,83,0.2526654223276176,-0.03522361799762597,0.5038980353887529,1
114,mpb,114,48,188853,False,0.688,0.601,2,-9.324,0.0442,0.0905,0.000513,0.952,0.643,81.128,19,0.23700036650703277,-0.29593651096143386,0.5698664540907905,1
115,mpb,115,45,219215,False,0.601,0.416,0,-9.821,0.0299,0.17,4.73e-05,0.0994,0.151,79.96,86,0.16742782689526875,-0.5693562124286846,0.7059833477481207,1
116,mpb,116,46,209876,False,0.549,0.586,7,-8.13,0.0524,0.825,0.0,0.155,0.867,112.987,42,0.6632914287611527,0.11722717962107176,0.9207841470673236,1
117,mpb,117,44,246746,False,0.694,0.648,9,-9.311,0.0507,0.022,0.000623,0.708,0.494,140.069,25,0.1167194726920767,0.3374332184849256,0.49834159829242664,1
118,mpb,118,45,184682,False,0.551,0.509,0,-8.05,0.0339,0.673,3.66e-06,0.211,0.552,160.018,39,0.4783490610261409,-0.5202904660407183,0.8950947009956707,1
119,mpb,119,47,240585,False,0.602,0.889,7,-6.072,0.0717,0.15,3.31e-05,0.3,0.408,137.986,96,-0.02094670551630995,0.15561990631378275,0.27691689539452546,1
120,mpb,120,46,195000,False,0.65,0.361,7,-10.614,0.0328,0.722,0.0,0.097,0.54,132.839,28,0.6483553131364647,0.0652793822684179,0.9007239679223938,1
121,mpb,121,48,241400,False,0.508,0.608,2,-8.915,0.034,0.197,0.00297,0.103,0.312,160.212,39,0.08945802229410214,-0.32498837281905396,0.4699459451547588,1
122,mpb,122,47,223933,False,0.42,0.542,7,-13.097,0.036,0.02,0.0471,0.185,0.72,129.726,82,0.19164597069201297,0.17753229467450515,0.47599251998417547,1
123,mpb,123,45,215736,False,0.548,0.323,11,-9.942,0.0256,0.721,0.0,0.0841,0.382,94.834,29,0.595065735114792,0.36868900804036087,0.921991150345213,1
124,mpb,124,47,199500,False,0.708,0.549,10,-7.428,0.0276,0.161,0.0,0.113,0.519,121.995,31,0.24425207080076022,0.410251810851355,0.642332980468585,1
125,mpb,125,46,230746,False,0.718,0.498,8,-7.171,0.031,0.286,0.000326,0.157,0.767,138.111,42,0.4088575999123044,0.2650578797718427,0.7101753421454077,1
126,mpb,126,48,177466,False,0.572,0.567,11,-12.398,0.0388,0.0435,0.129,0.0966,0.768,81.917,31,0.24720271577102992,0.5235974563314839,0.722055979025787,1
127,mpb,127,47,249132,False,0.637,0.91,7,-3.651,0.0589,0.624,0.0,0.115,0.87,168.029,36,0.3643775366606023,0.2003218831403949,0.6462109674232277,1
128,mpb,128,45,201613,False,0.567,0.484,1,-8.201,0.0397,0.805,0.0,0.881,0.843,80.557,18,0.698823857245093,-0.44525006281189794,1.0481003437226113,1
129,mpb,129,46,235933,False,0.728,0.52,1,-11.185,0.0277,0.241,0.000104,0.118,0.843,98.059,88,0.44880238595019967,-0.35376474172796885,0.7832459812214476,1
130,mpb,130,47,352306,False,0.614,0.949,5,-6.93,0.0386,0.146,2.17e-06,0.472,0.67,107.955,83,0.0650186133363434,0.010006699925677376,0.31517750679855816,1
131,mpb,131,46,235866,False,0.501,0.864,7,-8.877,0.0926,0.771,0.00384,0.979,0.745,102.493,20,0.4561595694846738,0.10174997960308585,0.7134524482570708,1
132,mpb,132,48,211706,False,0.642,0.797,6,-7.173,0.0286,0.0899,1.38e-05,0.732,0.563,110.055,25,0.08567497081268062,0.07430273612466187,0.3438002074253375,1
133,mpb,133,46,225517,False,0.486,0.399,5,-7.754,0.0369,0.792,6.46e-05,0.132,0.459,115.028,45,0.5616983706614607,-0.14052521316402533,0.8237727723524642,1
134,mpb,134,47,201137,False,0.429,0.129,2,-12.562,0.0481,0.961,0.0,0.14,0.496,200.122,46,0.7848750321838021,-0.41349576321668224,1.1144258963410587,1
135,mpb,135,47,232973,False,0.421,0.653,9,-6.98,0.0487,0.318,0.0,0.377,0.409,133.596,33,0.14464492259303724,0.2816593221843674,0.4848469745206436,1
136,mpb,136,47,207533,False,0.253,0.831,9,-5.41,0.0456,0.012,6.62e-05,0.508,0.657,189.72,92,-0.09996107530338677,0.3938246616763569,0.4214374723118638,1
137,mpb,137,47,262040,False,0.339,0.624,8,-4.755,0.0313,0.421,1.36e-05,0.126,0.408,200.332,80,0.1411920106793404,0.21120165335628605,0.44456419963799826,1
138,mpb,138,47,267906,False,0.525,0.774,4,-8.649,0.0451,0.121,0.0,0.935,0.721,77.083,19,0.1511898940600026,-0.1046851186402229,0.4146230880698682,1
139,mpb,139,0,295133,False,0.584,0.46,11,-9.491,0.0336,0.774,9.21e-05,0.147,0.681,151.995,55,0.6348688090193491,0.4810337834570807,1.0071674686974132,1
140,mpb,140,0,247426,False,0.431,0.366,4,-12.371,0.0354,0.689,0.0,0.434,0.258,112.096,55,0.4720193136323238,-0.23648356120109293,0.7597607281088192,1
141,mpb,141,45,237280,False,0.466,0.613,9,-8.69,0.0284,0.43,7.06e-05,0.246,0.384,79.755,33,0.2704903967543376,0.23976246114382327,0.5730587150434335,1
142,mpb,142,0,232786,False,0.396,0.44,0,-9.062,0.0459,0.915,5.1e-05,0.697,0.18,105.145,16,0.4812578475248271,-0.626631402863499,0.9630186678467454,1
143,mpb,143,47,424786,False,0.326,0.581,0,-10.868,0.0384,0.286,0.000205,0.691,0.614,105.032,19,0.23215279000152522,-0.5089300843700711,0.7010571614948261,1
144,mpb,144,46,218535,False,0.762,0.441,4,-12.038,0.0429,0.415,0.0,0.157,0.584,120.082,45,0.5039313723381605,-0.1526218278524099,0.7692242433339661,1
145,mpb,145,0,261600,False,0.491,0.498,2,-7.658,0.0821,0.3,0.0,0.0734,0.478,143.721,48,0.21363254668122914,-0.2862735897531821,0.5448923806884212,1
146,mpb,146,0,134973,False,0.728,0.333,9,-16.162,0.0791,0.69,0.0,0.0653,0.399,111.673,55,0.6690140808131475,0.23962553239841533,0.9497406364424228,1
147,mpb,147,0,163693,False,0.668,0.63,4,-6.368,0.041,0.256,0.0267,0.162,0.904,143.041,67,0.326962988129379,-0.01316741144880329,0.5771132214699677,1
148,mpb,148,46,174760,False,0.493,0.819,4,-7.757,0.117,0.575,0.0,0.724,0.624,158.143,20,0.28277123978505736,-0.13096546268201342,0.5486320682913285,1
149,mpb,149,46,179866,False,0.377,0.585,5,-8.894,0.0336,0.366,0.00451,0.242,0.579,119.943,32,0.26878190444713,-0.058758389330210714,0.5220988533778558,1
150,mpb,150,45,228093,False,0.598,0.593,11,-7.012,0.0732,0.76,0.0,0.107,0.336,89.059,29,0.45287471198233137,0.3809279342548071,0.7994616637712404,1
151,mpb,151,45,314026,False,0.424,0.056,4,-20.06,0.0517,0.898,0.000105,0.11,0.17,104.472,46,0.7840214176806192,-0.34614564084595023,1.0904206054999561,1
152,mpb,152,45,211816,False,0.622,0.33,8,-6.492,0.0291,0.464,0.0,0.0624,0.376,122.87,28,0.41528883021509455,0.15683967809345012,0.6835260874563794,1
153,mpb,153,45,222911,False,0.779,0.372,10,-10.136,0.0333,0.635,0.000167,0.114,0.314,113.921,28,0.561449979621199,0.29910862798050153,0.8648219705578845,1
154,mpb,154,46,180946,False,0.391,0.286,6,-10.177,0.0572,0.733,0.0,0.0948,0.486,58.478,29,0.6069458809109631,-0.07893544838232336,0.8605736736744769,1
155,mpb,155,45,217375,False,0.644,0.418,8,-8.199,0.0283,0.402,5.34e-06,0.0959,0.245,139.898,28,0.31652664923489504,0.15272946021579192,0.5867527011536675,1
156,mpb,156,45,236970,False,0.641,0.314,10,-13.932,0.032,0.96,3.61e-05,0.0991,0.335,132.983,30,0.7670548345170606,0.2548423742706065,1.0484966247625243,1
